Niveluri de instruire, Sexe, Macroregiuni  regiuni de dezvoltare si judete, Ani, UM: Numar persoane, Valoare
Invatamant universitar - absolventi cu diploma de licenta, Feminin, Satu Mare, Anul 2015, Numar persoane, 95
Invatamant universitar - absolventi cu diploma de licenta, Feminin, Satu Mare, Anul 2016, Numar persoane, 194
Invatamant universitar - absolventi cu diploma de licenta, Feminin, Satu Mare, Anul 2017, Numar persoane, 184
Invatamant universitar - absolventi cu diploma de licenta, Feminin, Salaj, Anul 2014, Numar persoane, 36
Invatamant universitar - absolventi cu diploma de licenta, Feminin, Salaj, Anul 2015, Numar persoane, 48
Invatamant universitar - absolventi cu diploma de licenta, Feminin, Salaj, Anul 2016, Numar persoane, 25
Invatamant universitar - absolventi cu diploma de licenta, Feminin, Salaj, Anul 2017, Numar persoane, 37
Invatamant universitar - absolventi cu diploma de licenta, Feminin, Alba, Anul 2014, Numar persoane, 472
Invatamant universitar - absolventi cu diploma de licenta, Feminin, Alba, Anul 2015, Numar persoane, 516
Invatamant universitar - absolventi cu diploma de licenta, Feminin, Alba, Anul 2016, Numar persoane, 517
Invatamant universitar - absolventi cu diploma de licenta, Feminin, Alba, Anul 2017, Numar persoane, 500
Invatamant universitar - absolventi cu diploma de licenta, Feminin, Brasov, Anul 2014, Numar persoane, 1865
Invatamant universitar - absolventi cu diploma de licenta, Feminin, Brasov, Anul 2015, Numar persoane, 1890
Invatamant universitar - absolventi cu diploma de licenta, Feminin, Brasov, Anul 2016, Numar persoane, 1877
Invatamant universitar - absolventi cu diploma de licenta, Feminin, Brasov, Anul 2017, Numar persoane, 1830
Invatamant universitar - absolventi cu diploma de licenta, Feminin, Covasna, Anul 2014, Numar persoane, 63
Invatamant universitar - absolventi cu diploma de licenta, Feminin, Covasna, Anul 2015, Numar persoane, 54
Invatamant universitar - absolventi cu diploma de licenta, Feminin, Covasna, Anul 2016, Numar persoane, 62
Invatamant universitar - absolventi cu diploma de licenta, Feminin, Covasna, Anul 2017, Numar persoane, 59
Invatamant universitar - absolventi cu diploma de licenta, Feminin, Harghita, Anul 2014, Numar persoane, 181
Invatamant universitar - absolventi cu diploma de licenta, Feminin, Harghita, Anul 2015, Numar persoane, 158
Invatamant universitar - absolventi cu diploma de licenta, Feminin, Harghita, Anul 2016, Numar persoane, 166
Invatamant universitar - absolventi cu diploma de licenta, Feminin, Harghita, Anul 2017, Numar persoane, 146
Invatamant universitar - absolventi cu diploma de licenta, Feminin, Mures, Anul 2014, Numar persoane, 1243
Invatamant universitar - absolventi cu diploma de licenta, Feminin, Mures, Anul 2015, Numar persoane, 1228
Invatamant universitar - absolventi cu diploma de licenta, Feminin, Mures, Anul 2016, Numar persoane, 1244
Invatamant universitar - absolventi cu diploma de licenta, Feminin, Mures, Anul 2017, Numar persoane, 1137
Invatamant universitar - absolventi cu diploma de licenta, Feminin, Sibiu, Anul 2014, Numar persoane, 1636
Invatamant universitar - absolventi cu diploma de licenta, Feminin, Sibiu, Anul 2015, Numar persoane, 1504
Invatamant universitar - absolventi cu diploma de licenta, Feminin, Sibiu, Anul 2016, Numar persoane, 1381
Invatamant universitar - absolventi cu diploma de licenta, Feminin, Sibiu, Anul 2017, Numar persoane, 1474
Invatamant universitar - absolventi cu diploma de licenta, Feminin, Bacau, Anul 2014, Numar persoane, 569
Invatamant universitar - absolventi cu diploma de licenta, Feminin, Bacau, Anul 2015, Numar persoane, 632
Invatamant universitar - absolventi cu diploma de licenta, Feminin, Bacau, Anul 2016, Numar persoane, 569
Invatamant universitar - absolventi cu diploma de licenta, Feminin, Bacau, Anul 2017, Numar persoane, 587
Invatamant universitar - absolventi cu diploma de licenta, Feminin, Botosani, Anul 2014, Numar persoane, 50
Invatamant universitar - absolventi cu diploma de licenta, Feminin, Iasi, Anul 2014, Numar persoane, 4719
Invatamant universitar - absolventi cu diploma de licenta, Feminin, Iasi, Anul 2015, Numar persoane, 4737
Invatamant universitar - absolventi cu diploma de licenta, Feminin, Iasi, Anul 2016, Numar persoane, 4546
Invatamant universitar - absolventi cu diploma de licenta, Feminin, Iasi, Anul 2017, Numar persoane, 4702
Invatamant universitar - absolventi cu diploma de licenta, Feminin, Neamt, Anul 2014, Numar persoane, 44
Invatamant universitar - absolventi cu diploma de licenta, Feminin, Neamt, Anul 2015, Numar persoane, 25
Invatamant universitar - absolventi cu diploma de licenta, Feminin, Neamt, Anul 2016, Numar persoane, 20
Invatamant universitar - absolventi cu diploma de licenta, Feminin, Neamt, Anul 2017, Numar persoane, 30
Invatamant universitar - absolventi cu diploma de licenta, Feminin, Suceava, Anul 2014, Numar persoane, 1033
Invatamant universitar - absolventi cu diploma de licenta, Feminin, Suceava, Anul 2015, Numar persoane, 968
Invatamant universitar - absolventi cu diploma de licenta, Feminin, Suceava, Anul 2016, Numar persoane, 794
Invatamant universitar - absolventi cu diploma de licenta, Feminin, Suceava, Anul 2017, Numar persoane, 864
Invatamant universitar - absolventi cu diploma de licenta, Feminin, Braila, Anul 2014, Numar persoane, 95
Invatamant universitar - absolventi cu diploma de licenta, Feminin, Braila, Anul 2015, Numar persoane, 56
Invatamant universitar - absolventi cu diploma de licenta, Feminin, Braila, Anul 2016, Numar persoane, 36
Invatamant universitar - absolventi cu diploma de licenta, Feminin, Braila, Anul 2017, Numar persoane, 36
Invatamant universitar - absolventi cu diploma de licenta, Feminin, Buzau, Anul 2014, Numar persoane, 63
Invatamant universitar - absolventi cu diploma de licenta, Feminin, Buzau, Anul 2015, Numar persoane, 74
Invatamant universitar - absolventi cu diploma de licenta, Feminin, Buzau, Anul 2016, Numar persoane, 67
Invatamant universitar - absolventi cu diploma de licenta, Feminin, Buzau, Anul 2017, Numar persoane, 72
Invatamant universitar - absolventi cu diploma de licenta, Feminin, Constanta, Anul 2014, Numar persoane, 1936
Invatamant universitar - absolventi cu diploma de licenta, Feminin, Constanta, Anul 2015, Numar persoane, 1833
Invatamant universitar - absolventi cu diploma de licenta, Feminin, Constanta, Anul 2016, Numar persoane, 1891
Invatamant universitar - absolventi cu diploma de licenta, Feminin, Constanta, Anul 2017, Numar persoane, 1980
Invatamant universitar - absolventi cu diploma de licenta, Feminin, Galati, Anul 2014, Numar persoane, 1224
Invatamant universitar - absolventi cu diploma de licenta, Feminin, Galati, Anul 2015, Numar persoane, 1319
Invatamant universitar - absolventi cu diploma de licenta, Feminin, Galati, Anul 2016, Numar persoane, 1232
Invatamant universitar - absolventi cu diploma de licenta, Feminin, Galati, Anul 2017, Numar persoane, 1369
Invatamant universitar - absolventi cu diploma de licenta, Feminin, Vrancea, Anul 2014, Numar persoane, 55
Invatamant universitar - absolventi cu diploma de licenta, Feminin, Vrancea, Anul 2015, Numar persoane, 51
Invatamant universitar - absolventi cu diploma de licenta, Feminin, Vrancea, Anul 2016, Numar persoane, 49
Invatamant universitar - absolventi cu diploma de licenta, Feminin, Vrancea, Anul 2017, Numar persoane, 56
Invatamant universitar - absolventi cu diploma de licenta, Feminin, Arges, Anul 2014, Numar persoane, 1050
Invatamant universitar - absolventi cu diploma de licenta, Feminin, Arges, Anul 2015, Numar persoane, 1028
Invatamant universitar - absolventi cu diploma de licenta, Feminin, Arges, Anul 2016, Numar persoane, 979
Invatamant universitar - absolventi cu diploma de licenta, Feminin, Arges, Anul 2017, Numar persoane, 953
Invatamant universitar - absolventi cu diploma de licenta, Feminin, Calarasi, Anul 2014, Numar persoane, 23
Invatamant universitar - absolventi cu diploma de licenta, Feminin, Calarasi, Anul 2015, Numar persoane, 26
Invatamant universitar - absolventi cu diploma de licenta, Feminin, Calarasi, Anul 2016, Numar persoane, 36
Invatamant universitar - absolventi cu diploma de licenta, Feminin, Calarasi, Anul 2017, Numar persoane, 26
Invatamant universitar - absolventi cu diploma de licenta, Feminin, Dambovita, Anul 2014, Numar persoane, 442
Invatamant universitar - absolventi cu diploma de licenta, Feminin, Dambovita, Anul 2015, Numar persoane, 380
Invatamant universitar - absolventi cu diploma de licenta, Feminin, Dambovita, Anul 2016, Numar persoane, 400
Invatamant universitar - absolventi cu diploma de licenta, Feminin, Dambovita, Anul 2017, Numar persoane, 451
Invatamant universitar - absolventi cu diploma de licenta, Feminin, Ialomita, Anul 2014, Numar persoane, 23
Invatamant universitar - absolventi cu diploma de licenta, Feminin, Prahova, Anul 2014, Numar persoane, 731
Invatamant universitar - absolventi cu diploma de licenta, Feminin, Prahova, Anul 2015, Numar persoane, 603
Invatamant universitar - absolventi cu diploma de licenta, Feminin, Prahova, Anul 2016, Numar persoane, 659
Invatamant universitar - absolventi cu diploma de licenta, Feminin, Prahova, Anul 2017, Numar persoane, 640
Invatamant universitar - absolventi cu diploma de licenta, Feminin, Teleorman, Anul 2014, Numar persoane, 130
Invatamant universitar - absolventi cu diploma de licenta, Feminin, Teleorman, Anul 2015, Numar persoane, 113
Invatamant universitar - absolventi cu diploma de licenta, Feminin, Teleorman, Anul 2016, Numar persoane, 105
Invatamant universitar - absolventi cu diploma de licenta, Feminin, Teleorman, Anul 2017, Numar persoane, 108
Invatamant universitar - absolventi cu diploma de licenta, Feminin, Ilfov, Anul 2014, Numar persoane, 7
Invatamant universitar - absolventi cu diploma de licenta, Feminin, Ilfov, Anul 2015, Numar persoane, 20
Invatamant universitar - absolventi cu diploma de licenta, Feminin, Ilfov, Anul 2016, Numar persoane, 30
Invatamant universitar - absolventi cu diploma de licenta, Feminin, Ilfov, Anul 2017, Numar persoane, 27
Invatamant universitar - absolventi cu diploma de licenta, Feminin, Dolj, Anul 2014, Numar persoane, 2199
Invatamant universitar - absolventi cu diploma de licenta, Feminin, Dolj, Anul 2015, Numar persoane, 2342
Invatamant universitar - absolventi cu diploma de licenta, Feminin, Dolj, Anul 2016, Numar persoane, 2152
Invatamant universitar - absolventi cu diploma de licenta, Feminin, Dolj, Anul 2017, Numar persoane, 2117
Invatamant universitar - absolventi cu diploma de licenta, Feminin, Gorj, Anul 2014, Numar persoane, 382
Invatamant universitar - absolventi cu diploma de licenta, Feminin, Gorj, Anul 2015, Numar persoane, 391
Invatamant universitar - absolventi cu diploma de licenta, Feminin, Gorj, Anul 2016, Numar persoane, 274
Invatamant universitar - absolventi cu diploma de licenta, Feminin, Gorj, Anul 2017, Numar persoane, 205
Invatamant universitar - absolventi cu diploma de licenta, Feminin, Mehedinti, Anul 2014, Numar persoane, 227
Invatamant universitar - absolventi cu diploma de licenta, Feminin, Mehedinti, Anul 2015, Numar persoane, 186
Invatamant universitar - absolventi cu diploma de licenta, Feminin, Mehedinti, Anul 2016, Numar persoane, 182
Invatamant universitar - absolventi cu diploma de licenta, Feminin, Mehedinti, Anul 2017, Numar persoane, 200
Invatamant universitar - absolventi cu diploma de licenta, Feminin, Olt, Anul 2014, Numar persoane, 71
Invatamant universitar - absolventi cu diploma de licenta, Feminin, Olt, Anul 2015, Numar persoane, 81
Invatamant universitar - absolventi cu diploma de licenta, Feminin, Olt, Anul 2016, Numar persoane, 79
Invatamant universitar - absolventi cu diploma de licenta, Feminin, Olt, Anul 2017, Numar persoane, 75
Invatamant universitar - absolventi cu diploma de licenta, Feminin, Valcea, Anul 2014, Numar persoane, 206
Invatamant universitar - absolventi cu diploma de licenta, Feminin, Valcea, Anul 2015, Numar persoane, 141
Invatamant universitar - absolventi cu diploma de licenta, Feminin, Valcea, Anul 2016, Numar persoane, 139
Invatamant universitar - absolventi cu diploma de licenta, Feminin, Valcea, Anul 2017, Numar persoane, 96
Invatamant universitar - absolventi cu diploma de licenta, Feminin, Regiunea VEST, Anul 2014, Numar persoane, 5515
Invatamant universitar - absolventi cu diploma de licenta, Feminin, Regiunea VEST, Anul 2015, Numar persoane, 4918
Invatamant universitar - absolventi cu diploma de licenta, Feminin, Regiunea VEST, Anul 2016, Numar persoane, 4551
Invatamant universitar - absolventi cu diploma de licenta, Feminin, Regiunea VEST, Anul 2017, Numar persoane, 4796
Invatamant universitar - absolventi cu diploma de licenta, Feminin, Arad, Anul 2014, Numar persoane, 1628
Invatamant universitar - absolventi cu diploma de licenta, Feminin, Arad, Anul 2015, Numar persoane, 1355
Invatamant universitar - absolventi cu diploma de licenta, Feminin, Arad, Anul 2016, Numar persoane, 1074
Invatamant universitar - absolventi cu diploma de licenta, Feminin, Arad, Anul 2017, Numar persoane, 1019
Invatamant universitar - absolventi cu diploma de licenta, Feminin, Caras-Severin, Anul 2014, Numar persoane, 137
Invatamant universitar - absolventi cu diploma de licenta, Feminin, Caras-Severin, Anul 2015, Numar persoane, 143
Invatamant universitar - absolventi cu diploma de licenta, Feminin, Caras-Severin, Anul 2016, Numar persoane, 95
Invatamant universitar - absolventi cu diploma de licenta, Feminin, Caras-Severin, Anul 2017, Numar persoane, 106
Invatamant universitar - absolventi cu diploma de licenta, Feminin, Hunedoara, Anul 2014, Numar persoane, 258
Invatamant universitar - absolventi cu diploma de licenta, Feminin, Hunedoara, Anul 2015, Numar persoane, 190
Invatamant universitar - absolventi cu diploma de licenta, Feminin, Hunedoara, Anul 2016, Numar persoane, 221
Invatamant universitar - absolventi cu diploma de licenta, Feminin, Hunedoara, Anul 2017, Numar persoane, 206
Invatamant universitar - absolventi cu diploma de licenta, Feminin, Timis, Anul 2014, Numar persoane, 3492
Invatamant universitar - absolventi cu diploma de licenta, Feminin, Timis, Anul 2015, Numar persoane, 3230
Invatamant universitar - absolventi cu diploma de licenta, Feminin, Timis, Anul 2016, Numar persoane, 3161
Invatamant universitar - absolventi cu diploma de licenta, Feminin, Timis, Anul 2017, Numar persoane, 3465
Invatamant universitar de licenta - studenti din alte tari universitar, Masculin, TOTAL, Anul 2013, Numar persoane, 1635
Invatamant universitar de licenta - studenti din alte tari universitar, Masculin, Bihor, Anul 2013, Numar persoane, 39
Invatamant universitar de licenta - studenti din alte tari universitar, Masculin, Cluj, Anul 2013, Numar persoane, 303
Invatamant universitar de licenta - studenti din alte tari universitar, Masculin, Maramures, Anul 2013, Numar persoane, 1
Invatamant universitar de licenta - studenti din alte tari universitar, Masculin, Alba, Anul 2013, Numar persoane, 4
Invatamant universitar de licenta - studenti din alte tari universitar, Masculin, Brasov, Anul 2013, Numar persoane, 23
Invatamant universitar de licenta - studenti din alte tari universitar, Masculin, Mures, Anul 2013, Numar persoane, 28
Invatamant universitar de licenta - studenti din alte tari universitar, Masculin, Sibiu, Anul 2013, Numar persoane, 23
Invatamant universitar de licenta - studenti din alte tari universitar, Masculin, Bacau, Anul 2013, Numar persoane, 10
Invatamant universitar de licenta - studenti din alte tari universitar, Masculin, Iasi, Anul 2013, Numar persoane, 338
Invatamant universitar de licenta - studenti din alte tari universitar, Masculin, Suceava, Anul 2013, Numar persoane, 14
Invatamant universitar de licenta - studenti din alte tari universitar, Masculin, Constanta, Anul 2013, Numar persoane, 149
Invatamant universitar de licenta - studenti din alte tari universitar, Masculin, Galati, Anul 2013, Numar persoane, 64
Invatamant universitar de licenta - studenti din alte tari universitar, Masculin, Arges, Anul 2013, Numar persoane, 6
Invatamant universitar de licenta - studenti din alte tari universitar, Masculin, Dambovita, Anul 2013, Numar persoane, 7
Invatamant universitar de licenta - studenti din alte tari universitar, Masculin, Prahova, Anul 2013, Numar persoane, 20
Invatamant universitar de licenta - studenti din alte tari universitar, Masculin, Dolj, Anul 2013, Numar persoane, 59
Invatamant universitar de licenta - studenti din alte tari universitar, Masculin, Gorj, Anul 2013, Numar persoane, 1
Invatamant universitar de licenta - studenti din alte tari universitar, Masculin, Valcea, Anul 2013, Numar persoane, 1
Invatamant universitar de licenta - studenti din alte tari universitar, Masculin, Regiunea VEST, Anul 2013, Numar persoane, 226
Invatamant universitar de licenta - studenti din alte tari universitar, Masculin, Arad, Anul 2013, Numar persoane, 73
Invatamant universitar de licenta - studenti din alte tari universitar, Masculin, Caras-Severin, Anul 2013, Numar persoane, 11
Invatamant universitar de licenta - studenti din alte tari universitar, Masculin, Hunedoara, Anul 2013, Numar persoane, 5
Invatamant universitar de licenta - studenti din alte tari universitar, Masculin, Timis, Anul 2013, Numar persoane, 137
Invatamant universitar de licenta - studenti din alte tari universitar, Feminin, TOTAL, Anul 2013, Numar persoane, 1433
Invatamant universitar de licenta - studenti din alte tari universitar, Feminin, Bihor, Anul 2013, Numar persoane, 35
Invatamant universitar de licenta - studenti din alte tari universitar, Feminin, Cluj, Anul 2013, Numar persoane, 283
Invatamant universitar de licenta - studenti din alte tari universitar, Feminin, Maramures, Anul 2013, Numar persoane, 4
Invatamant universitar de licenta - studenti din alte tari universitar, Feminin, Alba, Anul 2013, Numar persoane, 9
Invatamant universitar de licenta - studenti din alte tari universitar, Feminin, Brasov, Anul 2013, Numar persoane, 32
Invatamant universitar de licenta - studenti din alte tari universitar, Feminin, Mures, Anul 2013, Numar persoane, 24
Invatamant universitar de licenta - studenti din alte tari universitar, Feminin, Sibiu, Anul 2013, Numar persoane, 35
Invatamant universitar de licenta - studenti din alte tari universitar, Feminin, Bacau, Anul 2013, Numar persoane, 31
Invatamant universitar de licenta - studenti din alte tari universitar, Feminin, Iasi, Anul 2013, Numar persoane, 250
Invatamant universitar de licenta - studenti din alte tari universitar, Feminin, Neamt, Anul 2013, Numar persoane, 2
Invatamant universitar de licenta - studenti din alte tari universitar, Feminin, Suceava, Anul 2013, Numar persoane, 27
Invatamant universitar de licenta - studenti din alte tari universitar, Feminin, Constanta, Anul 2013, Numar persoane, 67
Invatamant universitar de licenta - studenti din alte tari universitar, Feminin, Galati, Anul 2013, Numar persoane, 122
Invatamant universitar de licenta - studenti din alte tari universitar, Feminin, Arges, Anul 2013, Numar persoane, 24
Invatamant universitar de licenta - studenti din alte tari universitar, Feminin, Dambovita, Anul 2013, Numar persoane, 7
Invatamant universitar de licenta - studenti din alte tari universitar, Feminin, Prahova, Anul 2013, Numar persoane, 6
Invatamant universitar de licenta - studenti din alte tari universitar, Feminin, Dolj, Anul 2013, Numar persoane, 59
Invatamant universitar de licenta - studenti din alte tari universitar, Feminin, Mehedinti, Anul 2013, Numar persoane, 3
Invatamant universitar de licenta - studenti din alte tari universitar, Feminin, Regiunea VEST, Anul 2013, Numar persoane, 148
Invatamant universitar de licenta - studenti din alte tari universitar, Feminin, Arad, Anul 2013, Numar persoane, 24
Invatamant universitar de licenta - studenti din alte tari universitar, Feminin, Caras-Severin, Anul 2013, Numar persoane, 7
Invatamant universitar de licenta - studenti din alte tari universitar, Feminin, Hunedoara, Anul 2013, Numar persoane, 14
Invatamant universitar de licenta - studenti din alte tari universitar, Feminin, Timis, Anul 2013, Numar persoane, 103
Invatamant universitar de licenta - absolventi cu diploma - si diploma de bacalaureat in alta tara, Masculin, TOTAL, Anul 2014, Numar persoane, 1891
Invatamant universitar de licenta - absolventi cu diploma - si diploma de bacalaureat in alta tara, Masculin, TOTAL, Anul 2015, Numar persoane, 1801
Invatamant universitar de licenta - absolventi cu diploma - si diploma de bacalaureat in alta tara, Masculin, TOTAL, Anul 2016, Numar persoane, 2096
Invatamant universitar de licenta - absolventi cu diploma - si diploma de bacalaureat in alta tara, Masculin, TOTAL, Anul 2017, Numar persoane, 2157
Invatamant universitar de licenta - absolventi cu diploma - si diploma de bacalaureat in alta tara, Masculin, Bihor, Anul 2014, Numar persoane, 67
Invatamant universitar de licenta - absolventi cu diploma - si diploma de bacalaureat in alta tara, Masculin, Bihor, Anul 2015, Numar persoane, 83
Invatamant universitar de licenta - absolventi cu diploma - si diploma de bacalaureat in alta tara, Masculin, Bihor, Anul 2016, Numar persoane, 73
Invatamant universitar de licenta - absolventi cu diploma - si diploma de bacalaureat in alta tara, Masculin, Bihor, Anul 2017, Numar persoane, 68
Invatamant universitar de licenta - absolventi cu diploma - si diploma de bacalaureat in alta tara, Masculin, Cluj, Anul 2014, Numar persoane, 293
Invatamant universitar de licenta - absolventi cu diploma - si diploma de bacalaureat in alta tara, Masculin, Cluj, Anul 2015, Numar persoane, 313
Invatamant universitar de licenta - absolventi cu diploma - si diploma de bacalaureat in alta tara, Masculin, Cluj, Anul 2016, Numar persoane, 247
Invatamant universitar de licenta - absolventi cu diploma - si diploma de bacalaureat in alta tara, Masculin, Cluj, Anul 2017, Numar persoane, 271
Invatamant universitar de licenta - absolventi cu diploma - si diploma de bacalaureat in alta tara, Masculin, Maramures, Anul 2017, Numar persoane, 3
Invatamant universitar de licenta - absolventi cu diploma - si diploma de bacalaureat in alta tara, Masculin, Alba, Anul 2014, Numar persoane, 5
Invatamant universitar de licenta - absolventi cu diploma - si diploma de bacalaureat in alta tara, Masculin, Alba, Anul 2015, Numar persoane, 11
Invatamant universitar de licenta - absolventi cu diploma - si diploma de bacalaureat in alta tara, Masculin, Alba, Anul 2016, Numar persoane, 14
Invatamant universitar de licenta - absolventi cu diploma - si diploma de bacalaureat in alta tara, Masculin, Alba, Anul 2017, Numar persoane, 8
Invatamant universitar de licenta - absolventi cu diploma - si diploma de bacalaureat in alta tara, Masculin, Brasov, Anul 2014, Numar persoane, 18
Invatamant universitar de licenta - absolventi cu diploma - si diploma de bacalaureat in alta tara, Masculin, Brasov, Anul 2015, Numar persoane, 11
Invatamant universitar de licenta - absolventi cu diploma - si diploma de bacalaureat in alta tara, Masculin, Brasov, Anul 2016, Numar persoane, 14
Invatamant universitar de licenta - absolventi cu diploma - si diploma de bacalaureat in alta tara, Masculin, Brasov, Anul 2017, Numar persoane, 20
Invatamant universitar de licenta - absolventi cu diploma - si diploma de bacalaureat in alta tara, Masculin, Harghita, Anul 2016, Numar persoane, 3
Invatamant universitar de licenta - absolventi cu diploma - si diploma de bacalaureat in alta tara, Masculin, Harghita, Anul 2017, Numar persoane, 3
Invatamant universitar de licenta - absolventi cu diploma - si diploma de bacalaureat in alta tara, Masculin, Mures, Anul 2014, Numar persoane, 47
Invatamant universitar de licenta - absolventi cu diploma - si diploma de bacalaureat in alta tara, Masculin, Mures, Anul 2015, Numar persoane, 43
Invatamant universitar de licenta - absolventi cu diploma - si diploma de bacalaureat in alta tara, Masculin, Mures, Anul 2016, Numar persoane, 33
Invatamant universitar de licenta - absolventi cu diploma - si diploma de bacalaureat in alta tara, Masculin, Mures, Anul 2017, Numar persoane, 31
Invatamant universitar de licenta - absolventi cu diploma - si diploma de bacalaureat in alta tara, Masculin, Sibiu, Anul 2014, Numar persoane, 14
Invatamant universitar de licenta - absolventi cu diploma - si diploma de bacalaureat in alta tara, Masculin, Sibiu, Anul 2015, Numar persoane, 23
Invatamant universitar de licenta - absolventi cu diploma - si diploma de bacalaureat in alta tara, Masculin, Sibiu, Anul 2016, Numar persoane, 31
Invatamant universitar de licenta - absolventi cu diploma - si diploma de bacalaureat in alta tara, Masculin, Sibiu, Anul 2017, Numar persoane, 18
Invatamant universitar de licenta - absolventi cu diploma - si diploma de bacalaureat in alta tara, Masculin, Bacau, Anul 2014, Numar persoane, 14
Invatamant universitar de licenta - absolventi cu diploma - si diploma de bacalaureat in alta tara, Masculin, Bacau, Anul 2015, Numar persoane, 40
Invatamant universitar de licenta - absolventi cu diploma - si diploma de bacalaureat in alta tara, Masculin, Bacau, Anul 2016, Numar persoane, 32
Invatamant universitar de licenta - absolventi cu diploma - si diploma de bacalaureat in alta tara, Masculin, Bacau, Anul 2017, Numar persoane, 35
Invatamant universitar de licenta - absolventi cu diploma - si diploma de bacalaureat in alta tara, Masculin, Iasi, Anul 2014, Numar persoane, 360
Invatamant universitar de licenta - absolventi cu diploma - si diploma de bacalaureat in alta tara, Masculin, Iasi, Anul 2015, Numar persoane, 398
Invatamant universitar de licenta - absolventi cu diploma - si diploma de bacalaureat in alta tara, Masculin, Iasi, Anul 2016, Numar persoane, 384
Invatamant universitar de licenta - absolventi cu diploma - si diploma de bacalaureat in alta tara, Masculin, Iasi, Anul 2017, Numar persoane, 360
Invatamant universitar de licenta - absolventi cu diploma - si diploma de bacalaureat in alta tara, Masculin, Suceava, Anul 2014, Numar persoane, 24
Invatamant universitar de licenta - absolventi cu diploma - si diploma de bacalaureat in alta tara, Masculin, Suceava, Anul 2015, Numar persoane, 13
Invatamant universitar de licenta - absolventi cu diploma - si diploma de bacalaureat in alta tara, Masculin, Suceava, Anul 2016, Numar persoane, 17
Invatamant universitar de licenta - absolventi cu diploma - si diploma de bacalaureat in alta tara, Masculin, Suceava, Anul 2017, Numar persoane, 25
Invatamant universitar de licenta - absolventi cu diploma - si diploma de bacalaureat in alta tara, Masculin, Braila, Anul 2015, Numar persoane, 1
Invatamant universitar de licenta - absolventi cu diploma - si diploma de bacalaureat in alta tara, Masculin, Braila, Anul 2017, Numar persoane, 1
Invatamant universitar de licenta - absolventi cu diploma - si diploma de bacalaureat in alta tara, Masculin, Constanta, Anul 2014, Numar persoane, 126
Invatamant universitar de licenta - absolventi cu diploma - si diploma de bacalaureat in alta tara, Masculin, Constanta, Anul 2015, Numar persoane, 120
Invatamant universitar de licenta - absolventi cu diploma - si diploma de bacalaureat in alta tara, Masculin, Constanta, Anul 2016, Numar persoane, 256
Invatamant universitar de licenta - absolventi cu diploma - si diploma de bacalaureat in alta tara, Masculin, Constanta, Anul 2017, Numar persoane, 223
Invatamant universitar de licenta - absolventi cu diploma - si diploma de bacalaureat in alta tara, Masculin, Galati, Anul 2014, Numar persoane, 73
Invatamant universitar de licenta - absolventi cu diploma - si diploma de bacalaureat in alta tara, Masculin, Galati, Anul 2015, Numar persoane, 84
Invatamant universitar de licenta - absolventi cu diploma - si diploma de bacalaureat in alta tara, Masculin, Galati, Anul 2016, Numar persoane, 73
Invatamant universitar de licenta - absolventi cu diploma - si diploma de bacalaureat in alta tara, Masculin, Galati, Anul 2017, Numar persoane, 101
Invatamant universitar de licenta - absolventi cu diploma - si diploma de bacalaureat in alta tara, Masculin, Arges, Anul 2014, Numar persoane, 7
Invatamant universitar de licenta - absolventi cu diploma - si diploma de bacalaureat in alta tara, Masculin, Arges, Anul 2015, Numar persoane, 8
Invatamant universitar de licenta - absolventi cu diploma - si diploma de bacalaureat in alta tara, Masculin, Arges, Anul 2016, Numar persoane, 9
Invatamant universitar de licenta - absolventi cu diploma - si diploma de bacalaureat in alta tara, Masculin, Arges, Anul 2017, Numar persoane, 8
Invatamant universitar de licenta - absolventi cu diploma - si diploma de bacalaureat in alta tara, Masculin, Calarasi, Anul 2016, Numar persoane, 1
Invatamant universitar de licenta - absolventi cu diploma - si diploma de bacalaureat in alta tara, Masculin, Dambovita, Anul 2014, Numar persoane, 3
Invatamant universitar de licenta - absolventi cu diploma - si diploma de bacalaureat in alta tara, Masculin, Dambovita, Anul 2015, Numar persoane, 4
Invatamant universitar de licenta - absolventi cu diploma - si diploma de bacalaureat in alta tara, Masculin, Dambovita, Anul 2016, Numar persoane, 6
Invatamant universitar de licenta - absolventi cu diploma - si diploma de bacalaureat in alta tara, Masculin, Dambovita, Anul 2017, Numar persoane, 4
Invatamant universitar de licenta - absolventi cu diploma - si diploma de bacalaureat in alta tara, Masculin, Prahova, Anul 2014, Numar persoane, 27
Invatamant universitar de licenta - absolventi cu diploma - si diploma de bacalaureat in alta tara, Masculin, Prahova, Anul 2015, Numar persoane, 23
Invatamant universitar de licenta - absolventi cu diploma - si diploma de bacalaureat in alta tara, Masculin, Prahova, Anul 2016, Numar persoane, 45
Invatamant universitar de licenta - absolventi cu diploma - si diploma de bacalaureat in alta tara, Masculin, Prahova, Anul 2017, Numar persoane, 37
Invatamant universitar de licenta - absolventi cu diploma - si diploma de bacalaureat in alta tara, Masculin, Ilfov, Anul 2015, Numar persoane, 1
Invatamant universitar de licenta - absolventi cu diploma - si diploma de bacalaureat in alta tara, Masculin, Ilfov, Anul 2016, Numar persoane, 1
Invatamant universitar de licenta - absolventi cu diploma - si diploma de bacalaureat in alta tara, Masculin, Dolj, Anul 2014, Numar persoane, 70
Invatamant universitar de licenta - absolventi cu diploma - si diploma de bacalaureat in alta tara, Masculin, Dolj, Anul 2015, Numar persoane, 67
